date,PFE,NKE,C,TM,BIIB,AZN
20141226,0.00732,0.005608,-0.002017,0.010571,0.004444,0.006672
20141229,-0.008215,0.004854,0.005512,-0.005699,0.003008,-0.002115
20141230,-0.000319,-0.004317,0.00201,-0.011463,-0.003611,-0.000989
20141231,-0.007329,-0.007535,-0.013311,-0.003415,-0.008007,-0.004385
20150102,0.005779,-0.011648,0.002772,0.001514,0.007542,0.000284
20150105,-0.005426,-0.0161,-0.031515,-0.018302,-0.015409,-0.00767
20150106,0.008344,-0.005882,-0.035205,-0.010294,-0.006207,-0.024334
20150107,0.013686,0.020656,0.00927,0.025143,0.055551,-0.001027
20150108,0.020408,0.023084,0.015048,0.019254,-0.008464,0.014393
20150109,0.004615,-0.011024,-0.022333,-0.011757,-0.022584,0.005357
20150112,0.003675,-0.001354,-0.007877,-0.000317,0.016066,0.019441
20150113,-0.01007,-0.008867,-0.007146,0.002936,0.014087,-0.000424
20150114,0.001233,-0.013683,-0.019392,-0.004667,-0.011311,0.007066
20150115,-0.002463,-0.009604,-0.037105,0.00763,-0.025434,0.000561
20150116,0.012346,0.001939,0.008046,0.016564,0.037866,0.010519
20150120,0.009146,0.006667,-0.007351,0.002173,0.029851,-0.003747
20150121,-0.013897,-0.001068,0.010157,-0.003871,-0.004005,-0.009891
20150122,0.005208,0.025024,0.038333,0.009327,-0.022594,-0.006191
20150123,-0.010972,0.003234,-0.019165,-0.00154,0.010971,0.00085
20150126,0.010786,0.001976,0.005553,0.016967,0.013733,-0.001698
20150127,-0.006098,-0.019201,-0.011863,-0.005764,-0.012554,0.018705
20150128,-0.019939,-0.012593,-0.02484,-0.001144,-0.018749,-0.012241
20150129,-0.003756,0.016719,0.011038,0.009164,0.005894,0.012393
20150130,-0.018222,-0.027617,-0.01407,-0.024972,0.101656,-0.011824
20150202,0.0128,-0.003577,0.0164,0.017384,0.002158,-0.006053
20150203,0.01169,0.015557,0.024308,0.000076,0.009974,0.007081
20150204,0.010306,-0.008677,-0.00982,0.012052,-0.007032,-0.000703
20150205,0.028687,0.008645,0.002893,-0.007085,0.027281,-0.025471
20150206,0.005456,-0.016606,0.012361,-0.016472,0.000523,-0.022527
20150209,-0.003015,-0.006755,0.001424,-0.003164,-0.012736,0.000443
20150210,0.032658,0.01733,0.003658,0.013085,-0.004409,0.007826
20150211,0.002928,-0.015526,0.005872,0.001299,-0.012983,0.002784
20150212,0.018102,0.007557,0.024356,0.006106,0.00541,0.019287
20150213,-0.006596,0.000435,0.006092,0.005083,-0.001148,0.002867
20150217,-0.001732,-0.001956,0.00957,-0.003095,0.015958,-0.005003
20150218,-0.002892,0.01916,-0.005223,0.015748,0.008067,-0.002155
20150219,-0.00203,0.000854,-0.005834,0.008348,0.013986,0.005625
20150220,0.004359,0.013127,0.012911,0.011975,0.003245,0.00942
20150223,-0.004919,0.000843,-0.008884,0.000584,0.001299,0.010499
20150224,-0.001454,0.004315,0.011302,0.009928,-0.009031,0.000289
20150225,0.009319,0.014672,0.003661,-0.010626,0.010003,0.005049
20150226,-0.00202,0.004648,0.006143,-0.000511,0.002837,-0.009473
20150227,-0.007806,0.00134,0.000191,-0.010453,-0.001244,-0.001594
20150302,0.013112,0.016783,0.020412,0.003694,0.015137,-0.002467
20150303,-0.00604,-0.007899,0.004487,-0.003459,-0.007215,-0.006547
20150304,0.002315,-0.004593,-0.001117,0.000886,0.003246,-0.007176
20150305,-0.004908,0.009639,-0.00205,-0.004575,0.027721,0.005753
20150306,-0.014505,-0.015742,-0.009335,-0.000074,-0.01875,-0.028014
20150309,0.001766,0.005366,-0.002073,0.003707,-0.005076,-0.001509
20150310,-0.007346,-0.009443,-0.032483,-0.012556,-0.003153,-0.02418
20150311,-0.00444,-0.012123,0.021472,0.002319,-0.014703,-0.002013
20150312,0.011002,0.017831,0.033442,0.026343,-0.001152,0.037399
20150313,0,-0.012675,-0.009985,-0.009889,0.014007,0.007479
20150316,0.012941,0.006576,0.002802,0.009914,0.019281,0.020342
20150317,-0.00784,0.001037,0.002794,-0.004072,0.011393,0.000146
20150318,0.006146,0.010048,-0.002229,0.02278,0.004248,0.031136
20150319,-0.00669,0.008307,-0.024944,0.000143,0.013367,0.000423
20150320,0.002928,0.037225,0.011455,0.021342,0.097613,0.025388
20150323,0.023358,-0.005099,-0.009438,0.015585,-0.025736,-0.006602
20150324,-0.015121,-0.007983,-0.01029,-0.005505,-0.023764,-0.010662
20150325,-0.006373,-0.016493,-0.010782,-0.004913,-0.046564,-0.013156
20150326,-0.004082,0.003435,-0.003698,-0.004868,-0.006255,-0.010495
20150327,0.010831,0.005537,-0.003712,-0.004961,0.002192,0.0043
20150330,0.013611,0.010112,0.012549,0.001053,0.004071,-0.001855
20150331,-0.006,-0.005551,-0.002324,-0.004546,-0.021732,-0.02159
20150401,-0.013222,-0.007774,0.001941,-0.010079,-0.019965,0.005261
20150402,0.001456,0.001105,0.004649,0.011121,-0.003311,0.000145
20150406,0.002909,0.000702,-0.004628,0.004428,0.002376,0.009302
20150407,0.00174,-0.001203,-0.001937,-0.006542,0.011296,0.002448
20150408,0.002895,0.012348,0.007182,0.001575,0.017389,0.003879
20150409,0.011259,-0.00119,0.004625,-0.000214,0.002986,0.004007
20150410,0.011704,-0.007446,0.005755,-0.001858,-0.002297,-0.003563
20150413,-0.009876,-0.007002,0.004387,-0.014966,-0.00538,-0.015305
20150414,-0.00171,0.002619,0.001329,0.007997,0.000496,0.031668
20150415,0.005138,0.003014,0.009103,0.003029,0.017447,0.012532
20150416,-0.000568,0.000701,0.015223,-0.000719,-0.00536,0.001669
20150417,-0.004263,-0.013513,-0.017586,-0.003957,-0.021486,-0.009857
20150420,-0.000856,0.014612,0.00245,0.002167,0.008297,0.003225
20150421,-0.003428,0.003,-0.013534,0.018741,-0.001915,0.016073
20150422,0.001146,-0.001396,0.011814,0.002335,0.003459,0.008941
20150423,0.01231,0.009586,0.00226,-0.004447,0.015842,-0.002999
20150424,-0.002545,-0.001582,-0.006013,0.001276,-0.066399,-0.018323
20150427,-0.01928,-0.000099,-0.00189,-0.003895,-0.030968,-0.014347
20150428,-0.00318,-0.010699,0.004167,0.009953,-0.03748,-0.011447
20150429,-0.00551,0.003104,0.013957,-0.00894,0.024287,-0.016726
20150430,-0.010499,-0.013277,-0.008184,-0.012572,-0.025666,-0.004362
20150501,0.004421,0.019628,0.008252,0.006762,0.032867,-0.008762
20150504,0.007042,0.000496,0.007626,0.000714,0,0.009281
20150505,-0.005828,-0.004066,-0.015138,-0.017921,-0.001087,-0.017078
20150506,-0.011137,-0.001992,-0.009934,-0.002835,-0.005806,0.000297
20150507,0.003586,0.012273,0.010223,0.005541,-0.000704,-0.001188
20150508,0.013103,0.009759,0.013318,0.030452,0.0395,0.039239
20150511,-0.001764,0.003417,-0.000926,-0.03286,-0.003815,0.003433
20150512,-0.0053,-0.004086,-0.004262,0.001528,-0.004056,-0.016249
20150513,-0.007401,-0.002051,0.00856,-0.007555,-0.013306,0.004781
20150514,0.012228,0.012529,0.00738,0.009735,0.01105,0.010815
20150515,0.001473,0.014888,-0.006593,0.010294,-0.007886,-0.011555
20150518,-0.000294,-0.002191,0.007928,0.00043,0.010684,-0.007938
20150519,0.006769,-0.00105,0.012073,0.000717,-0.000632,-0.001455
20150520,0.002631,-0.000287,-0.007952,-0.003727,0.014753,-0.001748
20150521,0.001749,-0.002007,-0.000911,0.003093,0.000374,0.019556
20150522,-0.002328,0.000287,0.002371,-0.008749,-0.006157,-0.005869
20150526,-0.004959,-0.009672,-0.01328,-0.003762,-0.014548,-0.025486
20150527,0.00557,-0.005608,0.011615,0.007771,0.025555,0.01581
20150528,0.004082,-0.002528,-0.005832,0.00699,-0.006999,0.002182
20150529,0.009001,-0.006158,-0.008616,-0.013239,-0.007773,-0.019594
20150601,-0.005468,0.000885,0.006842,-0.004714,-0.009169,-0.00755
20150602,-0.002025,0.003439,0.004959,-0.004882,-0.014567,-0.000597
20150603,-0.00232,0.003917,0.01663,0.00637,-0.000361,0.008955
20150604,-0.00494,-0.005463,-0.005393,-0.004293,-0.008104,-0.014941
20150605,-0.004381,0.000785,0.016447,-0.009792,0.009159,0.006457
20150608,-0.003227,-0.005783,-0.010491,-0.017416,-0.003842,-0.011937
20150609,0.000883,-0.000887,0.006289,-0.006384,-0.01131,-0.012685
20150610,0.008821,0.019635,0.018214,0.014664,0.017016,0.015601
20150611,0.004372,0.005225,0.003332,0.007002,0.012973,0.000452
20150612,-0.007255,-0.000963,-0.001748,0.002293,-0.012121,-0.01114
20150615,-0.004969,-0.004143,-0.008055,0.000148,-0.00126,-0.010656
20150616,0,0.011708,0.007414,0.004059,0,0.007232
20150617,-0.001763,0.001817,-0.009287,-0.008746,0.006645,0.007638
20150618,0.011477,0.011933,0.003891,-0.002892,0.02735,0.013645
20150619,-0.005528,0.005,-0.009338,-0.003421,0.023658,-0.002393
20150622,0.003803,0.002441,0.012805,0.010894,0.015862,0.007496
20150623,0.005538,0.003839,0.007726,0.011958,-0.003137,0.005804
20150624,-0.007826,-0.009142,-0.01272,-0.0124,-0.013477,-0.015683
20150625,-0.006135,-0.009414,-0.008295,-0.003914,0.001559,-0.010071
20150626,-0.00294,0.042672,0.00267,0.004375,-0.006224,0.007136
20150629,-0.009729,-0.018594,-0.025914,-0.022221,-0.030632,-0.030002
20150630,-0.001786,0.003251,0.00656,0.009815,0.01951,-0.009792
20150701,0.004772,0.013053,0.007965,-0.001121,0.003639,0.014597
20150702,-0.009498,0.004021,-0.005568,-0.006362,-0.002787,0.011912
20150706,-0.003596,-0.000273,-0.005237,-0.000151,0.000866,-0.004434
20150707,0.014436,0.013201,-0.01053,-0.002637,0.008477,0.007525
20150708,-0.008301,-0.018151,-0.031193,-0.032256,-0.025437,-0.019509
20150709,0.012257,0.001556,0.017235,0.007181,0.004049,0.00342
20150710,0.014767,0.009868,0.015826,0.019298,-0.027699,0.029434
20150713,0.013388,0.017101,0.017962,0.014599,0.007727,0.010986
20150714,0.007467,-0.000623,0.006662,0.000075,0.022928,0.009824
20150715,-0.002851,-0.003917,0.009837,0.004047,0.000875,0.000737
20150716,0.003431,0.003932,0.037726,0.013285,0.007939,-0.004566
20150717,-0.000855,0.004095,0.002731,-0.00302,0.002304,-0.000888
20150720,0.004848,0.002925,0.001702,0.00133,0.010552,0.004887
20150721,-0.002838,-0.001238,0.004248,-0.00723,0.001394,-0.003095
20150722,-0.007399,0.009735,0.020981,-0.004236,-0.04337,-0.006209
20150723,-0.002867,-0.000789,-0.007789,-0.005523,-0.017078,-0.009967
20150724,-0.014951,-0.00886,-0.019542,-0.005253,-0.220802,-0.011871
20150727,0.002335,-0.011151,-0.012607,-0.005734,0.03133,-0.00517
20150728,0.029412,0.015573,0.007074,0.000379,0.033933,0.003057
20150729,0.011598,0.012779,0.009423,0.005537,-0.020598,0.006096
20150730,-0.000839,0.000783,0.00017,-0.002263,0.011681,0.022115
20150731,0.009236,0.001826,-0.007133,0.008997,0.005615,0.001482
20150803,0.002496,-0.003385,-0.000342,-0.002098,0.017567,0.004439
20150804,-0.001107,0.008186,0.000513,-0.025004,0.018497,0.011786
20150805,-0.000277,0.008465,0.004618,-0.01186,0.015225,0.005824
20150806,-0.018146,-0.013961,-0.010896,0.003897,-0.056081,-0.008686
20150807,0.000569,-0.005299,-0.00327,0.00885,-0.024005,-0.016063
20150810,0.004831,0.007423,0.014333,0.008773,0.019223,0.009795
20150811,-0.006787,-0.007802,-0.018727,-0.015867,-0.000286,0.000882
20150812,0.007118,-0.012231,-0.012665,-0.012325,0.005971,-0.006461
20150813,-0.000283,0.004776,0.00738,0.002904,-0.008904,0.001498
20150814,-0.001131,0.00669,0.004535,0.00313,-0.004141,0.000897
20150817,0.005096,0.005422,0.003126,-0.002496,0.0111,0.004483
20150818,0.000563,-0.001392,-0.003808,0,-0.012497,0.003273
20150819,-0.007038,0.001219,-0.009557,-0.014311,0.011822,-0.010973
20150820,-0.020414,-0.023138,-0.029298,-0.028086,-0.018745,-0.023988
20150821,-0.029233,-0.048353,-0.031267,-0.028163,-0.046015,-0.028264
20150824,-0.042039,-0.028071,-0.060821,-0.046451,-0.058483,-0.031299
20150825,-0.024588,-0.003273,-0.009138,-0.001321,0.012197,-0.011749
20150826,0.03478,0.050517,0.048115,0.039428,0.058581,0.028071
20150827,0.025594,0.035491,0.022188,0.014681,0.020922,0.015419
20150828,-0.01804,-0.001066,-0.002994,0.010036,-0.002627,0.001898
20150831,-0.013472,-0.006667,0.003754,-0.01979,-0.021041,-0.012314
20150901,-0.026692,-0.027919,-0.047494,-0.034127,-0.016145,-0.018862
20150902,0.019451,0.019056,0.015901,0.028686,0.040034,0.032258
20150903,-0.002502,0.003884,0.000773,0.016919,-0.008481,0.017677
20150904,-0.016306,-0.010465,-0.023171,-0.026001,0.002089,-0.016749
20150908,0.036978,0.01878,0.020953,0.040687,0.021438,0.038801
20150909,-0.017522,-0.016913,-0.014908,-0.005114,-0.017037,-0.016095
20150910,0.020651,0.004733,0.003734,-0.022219,0.030117,0.02716
20150911,0.01073,0.013046,0.000587,-0.007122,0.008797,0.000601
20150914,-0.007886,0.000626,-0.002348,-0.006405,0.002727,-0.003904
20150915,0.014063,0.017428,0.020008,0.031027,0.011479,0.008743
20150916,0.000302,0.015285,0.011346,0.017006,-0.000938,0.004782
20150917,0.009042,-0.002682,-0.017874,-0.00623,0.017962,0.005651
20150918,-0.018817,-0.001909,-0.026331,-0.01996,-0.032677,0.016563
20150921,-0.01309,0.013125,0.008352,0.005134,-0.055646,-0.024149
20150922,-0.004935,-0.005062,-0.006508,-0.01549,0.006394,-0.039654
20150923,0.011159,-0.004656,-0.005161,-0.000595,-0.002408,0.002794
20150924,0.002453,-0.005544,-0.019753,0.00034,-0.017865,0.004644
20150925,-0.024771,0.088945,0.028903,0.008167,-0.028054,-0.002774
20150928,-0.033553,-0.02288,-0.030069,-0.027761,-0.043927,-0.029357
20150929,0.006489,-0.020223,-0.000612,-0.008419,0.021853,-0.004139
20150930,0.012573,0.027576,0.012449,0.04077,0.048808,0.017263
20151001,0.01369,0.006994,0.005644,0.009038,-0.015455,-0.000943
20151002,0.038945,0.011144,-0.0002,0.020196,0.010616,0.010066
20151005,0.012092,-0.007507,0.025662,0.01317,-0.013088,0.008409
20151006,-0.020609,-0.008691,-0.001955,-0.011445,-0.036852,-0.009265
20151007,0.015249,-0.008848,0.005092,0.014803,0.011776,-0.004988
20151008,-0.006008,0.023014,0.00643,0.006275,0.002292,0.014724
20151009,0.004533,0.00024,-0.005228,-0.007127,-0.038302,-0.00494
20151012,-0.000602,0.011926,-0.001946,0.00416,-0.016681,-0.003103
20151013,-0.007225,-0.004904,-0.001365,-0.016571,-0.032607,-0.025833
20151014,0.001819,0.000238,-0.009568,-0.008425,0.002929,0.006709
20151015,0.031477,0.023442,0.044361,0.019908,0.045251,0.023167
20151016,0.009683,0.013045,-0.005286,0.012414,0.014754,0.003412
20151019,0.002616,0.021001,0.003226,-0.003307,0.002386,-0.004637
20151020,-0.014493,-0.006306,-0.000378,-0.010846,-0.026408,-0.039441
20151021,-0.015882,0.000756,-0.019493,0.012192,0.039615,-0.014872
20151022,-0.003885,-0.000453,0.013511,0.012369,0.001773,0.019692
20151023,0.021602,-0.014198,0.02152,0.004072,0.000578,0.009334
20151026,0.003231,0.006512,-0.009881,-0.003261,-0.008628,0.003189
20151027,0.024297,-0.004262,-0.009414,-0.003989,0.058376,-0.003179
20151028,0.013147,0.003593,0.040297,0.012257,0.010529,0.024235
20151029,-0.019182,-0.001295,-0.018637,-0.024691,0.000102,0.003736
20151030,-0.027322,-0.000686,-0.009132,-0.005031,-0.010929,-0.010856
20151102,0.036665,0.001221,0.012413,0.005546,0.043269,0.012543
20151103,-0.002567,0.001601,0.00613,0.00073,-0.013,0.000619
20151104,-0.015728,-0.007915,-0.006093,0.001378,-0.008591,-0.005571
20151105,0.000293,0.011507,0.005945,0.010521,-0.011937,0.012138
20151106,-0.006442,-0.000607,0.031764,-0.015537,0.007917,-0.013223
20151109,-0.008252,-0.009865,-0.002864,-0.005695,-0.006602,-0.016204
20151110,0.00416,-0.003679,0.001616,0.011209,0.01302,0.004751
20151111,-0.00148,-0.019846,-0.016129,-0.002913,-0.011204,0.003783
20151112,-0.010374,-0.011301,-0.02623,-0.012172,-0.008711,-0.031093
20151113,-0.003594,-0.032704,-0.005425,-0.003779,-0.022277,0.014263
20151116,-0.003306,0.01313,0.00978,0.00635,-0.004599,0.047619
20151117,-0.008746,-0.007128,-0.003725,0.009095,-0.014249,0.020439
20151118,0.013386,0.026105,0.027856,0.014292,0.044689,0.007175
20151119,-0.030621,0,0.001455,-0.008166,-0.008699,0.009498
20151120,-0.003407,0.054619,-0.00563,-0.001776,0.002488,0.002058
20151123,-0.026414,-0.001432,-0.008584,-0.004447,0.014096,-0.003521
20151124,0.020428,0.000377,-0.001842,0.00731,-0.017332,-0.000589
20151125,0.028151,0.012226,-0.001846,-0.00129,0.010894,0.005009
20151127,-0.002434,0.001491,0.002404,0.004118,0.003113,-0.001759
20151130,-0.00061,-0.015261,-0.002214,0.000402,-0.021657,0
20151201,0.025938,0.007787,0.014605,0.012056,0.011086,0.021145
20151202,-0.021416,-0.004951,-0.013484,-0.001429,-0.017515,-0.012942
20151203,-0.015502,-0.026611,-0.011637,-0.008112,-0.033408,-0.021853
20151204,0.012658,0.024861,0.029527,0.009461,0.032711,0.010426
20151207,-0.004268,-0.003098,-0.012525,-0.005957,-0.009914,0.002064
20151208,-0.00398,0.00076,-0.018566,-0.021015,0.024252,-0.012945
20151209,-0.007378,-0.021716,-0.010863,0.011264,-0.013347,-0.002683
20151210,0.002168,-0.001552,-0.00303,0.00799,0.018517,0.000299
20151211,-0.009271,-0.018268,-0.02925,-0.009769,-0.022147,-0.006573
20151214,0.003743,0.012432,-0.000196,-0.009461,-0.003775,-0.007519
20151215,0.002486,0.005866,0.027789,-0.002694,0.023797,0.007879
20151216,0.00992,0.018039,0.026276,0.036752,0.035212,0.015935
20151217,-0.007673,-0.005423,-0.019666,-0.014685,-0.007083,-0.012726
20151218,-0.010517,-0.013055,-0.030848,-0.003285,-0.012787,-0.016787
20151221,0.014692,0.00996,0.011326,0.00209,0.014282,0.004268
20151222,0.001848,0.015794,0.004248,0.007461,0.010788,0.008804
20151223,0.00123,-0.023815,0.011921,0.012502,-0.001928,0.021968
20151224,0.001843,-0.018258,0.00152,-0.010853,0.006996,0.005006
20151228,-0.006131,0.009972,-0.006261,-0.010336,0.005127,-0.001172
20151229,0.012647,0.007052,0.011455,0.00233,0.019188,0.010854
20151230,-0.002437,-0.015717,-0.012835,-0.012344,-0.004295,0.000871
20151231,-0.014351,-0.011858,-0.010516,-0.001461,-0.006454,-0.015657
20160104,-0.010223,-0.01568,-0.011981,-0.012841,-0.03829,-0.0162
20160105,0.007199,0.013979,-0.005281,-0.002635,0.00706,0.01497
20160106,-0.017713,-0.014267,-0.01455,-0.022784,-0.010179,-0.016519
20160107,-0.006643,-0.026671,-0.051077,-0.023737,-0.032927,-0.035993
20160108,-0.012739,-0.016374,-0.030067,-0.021718,-0.012042,-0.011512
20160111,0.002258,0.011551,0.015608,0.015479,-0.007306,-0.00724
20160112,-0.002253,0.006549,0.00064,0.008884,0.000467,0.005073
20160113,-0.020323,-0.019353,-0.03605,-0.007252,-0.04098,-0.007886
20160114,0.024366,-0.004593,0.004205,0.011305,0.049841,0.011447
20160115,-0.009643,-0.016236,-0.064125,-0.031731,-0.025805,-0.038353
20160119,-0.003895,0.013204,-0.012479,0.021492,-0.012732,0.007519
20160120,-0.000978,0.012346,-0.034573,-0.030516,-0.001853,-0.001622
20160121,-0.002609,0.025745,-0.008397,-0.003677,-0.026991,-0.0026
20160122,0.004251,0.005284,0.022665,0.043654,0.026099,0.025741
20160125,-0.006838,-0.002957,-0.036775,-0.021906,-0.025361,0.002224
20160126,0.005574,0.006755,0.02402,0.008288,-0.008508,0.008558
20160127,-0.004891,-0.025037,0.001482,0.008483,0.051526,-0.007857
20160128,-0.010485,0.02719,-0.002959,0.006937,-0.026715,-0.01077
20160129,0.009603,0.013235,0.054221,0.033672,0.026696,0.0317
20160201,-0.010495,0.018545,-0.002349,0.003083,0.001428,0.009621
20160202,-0.000994,-0.009658,-0.048493,-0.011628,-0.027025,-0.00707
20160203,-0.00564,-0.000959,-0.001484,-0.033697,0.016425,0.002786
20160204,-0.022582,-0.037126,0.010654,-0.006087,0.010502,-0.059278
20160205,0.001035,-0.049859,-0.0228,-0.034124,-0.034435,-0.01444
20160208,-0.01619,-0.037257,-0.05143,-0.011414,-0.04961,-0.044622
20160209,0.018908,0.011628,-0.007934,-0.020984,-0.00311,-0.003486
20160210,0.013402,0.03107,-0.002666,-0.000655,0.00884,0.01574
20160211,-0.012208,-0.02456,-0.064956,-0.015828,-0.028113,0.003788
20160212,0.007896,0.0075,0.073185,0.001713,0.008608,0.017496
20160216,0.015327,0.024282,0.035962,0.028026,0.037618,0.021915
20160217,-0.006038,0.006575,0.022885,-0.000739,0.035514,0.023095
20160218,-0.0027,0.007392,-0.021619,-0.006289,-0.024771,-0.011976
20160219,-0.00203,0.012116,0.001799,-0.019916,0.009072,-0.004714
20160222,0.018989,0.0145,0.013593,0.013104,0.016947,0.001015
20160223,-0.002995,0.000665,-0.032895,-0.010029,-0.025731,-0.009463
20160224,0.002003,0.003156,-0.003401,-0.009752,-0.006834,-0.005459
20160225,0.018987,0.032781,0.013914,0.00937,0.019944,0.01681
20160226,-0.011769,0.003527,0.022786,-0.004073,0.008157,-0.009109
20160229,-0.018525,-0.016134,-0.016456,-0.009892,-0.019169,-0.023834
20160301,0.012471,0.021594,0.062291,0.02219,0.044252,0.012208
20160302,-0.001997,-0.011125,0.023019,0.005451,0.010188,-0.000345
20160303,-0.003002,-0.009482,0.014448,0.014768,-0.018344,-0.009307
20160304,-0.006022,-0.003416,0,0.009026,-0.017496,0.004523
20160307,0.002693,-0.032811,-0.005137,-0.01497,0.021141,0
20160308,-0.014434,0.009452,-0.036611,-0.019368,-0.030573,0.003117
20160309,0.012943,-0.024745,0.002436,0.004064,-0.021509,0.01105
20160310,-0.005044,0.009429,0.005346,0.007812,-0.014433,-0.009563
20160311,0.030754,0.02038,0.039159,0.020359,0.030837,0.019655
20160314,-0.013115,0.01215,-0.007444,-0.002837,-0.007585,-0.00744
20160315,-0.018605,0.009702,-0.001875,-0.015879,-0.028863,-0.030324
20160316,-0.016926,0.007492,-0.008453,0.002985,0.002037,0.006325
20160317,0.010331,0.021339,0.014681,0.003627,-0.018059,0.006285
20160318,0.003749,-0.003007,0.016103,-0.012323,0.018148,-0.011797
20160321,0.021053,0.027465,0.001378,0.005066,0.021014,-0.002809
20160322,0.010309,0.002781,-0.005046,0.013627,0.013162,-0.008099
20160323,-0.006254,-0.037905,-0.023283,-0.004604,-0.016113,-0.00568
20160324,-0.003644,-0.012652,-0.010149,-0.016466,-0.002155,-0.000357
20160328,-0.009973,-0.005028,-0.000477,0.022291,-0.011504,-0.001786
20160329,0.009066,0.002445,-0.004771,0.015412,0.011598,0.020751
20160330,0.000666,0.008945,0.003835,-0.006922,-0.001963,-0.007361
20160331,-0.0143,-0.009188,-0.003104,-0.011896,0.024156,-0.00565
20160401,0.013495,0.001952,0.017246,-0.026147,0.000845,0.002131
20160404,0.022636,-0.026303,-0.009654,-0.020862,0.013318,0.012048
20160405,0.020833,-0.005003,-0.013077,-0.026041,0.006098,-0.009454
20160406,0.050064,0.010726,0.008432,0.007798,0.052519,0.053022
20160407,-0.005163,-0.000166,-0.037984,-0.012461,-0.023357,-0.005371
20160408,-0.007936,-0.014594,0.004966,0.024321,-0.008094,-0.006075
20160411,-0.018769,-0.025244,0.016061,-0.022154,-0.020825,-0.012224
20160412,0.002195,0.010877,0.018969,0.032002,0.009125,0.00275
20160413,0.018148,0.017592,0.056086,0.026383,0.015396,0.012684
20160414,0.00338,-0.001511,0.016497,0.006714,-0.004306,0.003385
20160415,-0.004594,0.000168,-0.001334,-0.012195,-0.007614,0.002362
20160418,0.003385,0.001176,0.00423,-0.003086,0.016462,0.016493
20160419,0.008586,-0.000168,0.011527,0.012964,-0.007035,0.001656
20160420,0.010337,0.001007,0.024326,0.001433,-0.018856,-0.002645
20160421,0.000301,0.007716,-0.002995,0.005627,0.051563,-0.001326
20160422,0.000902,-0.010819,0.00794,0.019063,0.011087,-0.000996
20160425,-0.001803,-0.003702,-0.005961,-0.001024,0.007605,-0.00299
20160426,-0.004818,0.005573,0.008781,-0.000186,-0.011058,-0.013662
20160427,-0.001513,-0.004535,0.004883,-0.008852,-0.005822,-0.006081
20160428,-0.002727,-0.012317,-0.011621,-0.032058,0.003642,-0.005099
20160429,-0.006077,0.006833,-0.00963,-0.012238,-0.021666,-0.010591
20160502,0.002751,0.011028,0.008643,0.007571,-0.004727,0.01105
20160503,0.027439,-0.001175,-0.023779,-0.009954,0.000073,-0.012295
20160504,-0.008902,-0.006888,-0.019969,-0.008181,-0.038691,-0.022822
20160505,0.00509,-0.015564,-0.009628,0.00646,0.005701,-0.005662
20160506,0.000298,0.004124,0.00407,0.006813,-0.003817,-0.004982
20160509,0.007147,0.004963,-0.011709,0.006375,0.024885,0.029328
20160510,-0.000591,0.008174,0.021645,0.021538,0.011474,0.005559
20160511,-0.010059,-0.036993,-0.008252,-0.060866,-0.022029,-0.011403
20160512,0.000905,0.01719,-0.010569,0.029866,-0.016988,-0.00769
20160513,0,-0.011726,-0.020227,-0.015684,-0.002588,0.003875
20160516,0.005725,-0.002966,0.000928,0.010322,0.016143,0.010175
20160517,-0.010485,-0.0007,0.012746,-0.002083,-0.010291,0
20160518,0.004239,-0.017163,0.049657,0.009144,0.002922,0.002084
20160519,0.006331,0.016393,-0.017659,-0.018911,-0.021075,-0.016291
20160520,0.010785,-0.009818,-0.003551,0.010039,0.019094,0.010923
20160523,-0.002075,-0.008676,0.004677,-0.010536,0.004513,-0.001394
20160524,0.012771,0.010716,0.016626,0.010949,0.030546,0.02897
20160525,0.007331,-0.010603,0.02355,0.019674,0.024767,0.016961
20160526,0.002329,-0.002679,-0.017682,-0.003411,0.008223,-0.001001
20160527,0.005228,0.006268,0.010193,-0.016427,0.002801,-0.002337
20160531,0.0026,-0.017263,-0.000215,0.028035,0.024541,-0.006024
20160601,0.001441,-0.005252,0.007945,-0.000774,-0.010044,-0.008418
20160602,0.003453,-0.004369,0.000639,0.004742,0.010146,0.00747
20160603,-0.005162,-0.019806,-0.033639,-0.003082,0.001726,0.002022
20160606,0.006918,0.015903,0.007711,0.01971,-0.001344,0.004709
20160607,-0.002577,-0.013812,-0.004373,-0.000474,-0.127588,-0.00067
20160608,0.011768,0.010644,0.000439,0.001517,0.005181,-0.007035
20160609,0.001702,0.015152,-0.012072,-0.010885,-0.014596,-0.022942
20160610,-0.000566,0.003094,-0.024661,-0.01244,-0.017288,-0.034185
20160613,-0.015585,-0.003629,-0.016857,-0.014632,-0.007232,-0.013228
20160614,0.007196,-0.014387,-0.027804,-0.005999,-0.010845,-0.012319
20160615,-0.005716,0.003511,0.001192,0.01385,-0.011543,0.004035
20160616,-0.00115,-0.015467,0.002618,-0.004781,0.013729,0.009499
20160617,-0.015252,0.004488,0.008547,0.012256,-0.016433,-0.00181
20160620,0.008182,0.012102,0.007533,0.024797,-0.003442,0.030457
20160621,0.007246,0.007542,0.002804,0.012476,-0.018493,0.007741
20160622,-0.008058,-0.003652,-0.005592,-0.005788,0.006867,0.002095
20160623,0.003481,-0.008246,0.041706,0.032394,0.017136,0.020557
20160624,-0.017924,-0.02827,-0.093567,-0.054479,-0.040231,-0.048822
20160627,-0.005004,-0.013311,-0.045161,-0.035591,-0.0193,0.00323
